city,month,n_bathrooms,n_bedrooms,price,total_area,url,year,floor_number,living_area,monthly_syndicate_price,neighborhood,type,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
Marrakech,11,1,2,690000,69,https://www.avito.ma/fr/hay_izdihar/appartements/شقة_للبيع_بحي_الإزدهار_قرب_مدرسة_العراقي_55139909.htm,2024,1,69,,Hay Izdihar,apartment,1,1,0,0,1,1,0,1,1,1
Mohammedia,11,2,2,1277500,8,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_91_m²_à_Mohammedia_55453790.htm,2024,1,91,400,Autre secteur,apartment,0,0,0,0,0,0,0,0,0,0
Tanger,11,1,2,950000,,https://www.avito.ma/fr/moulay_youssef/appartements/شقة__55775095.htm,2024,0,120,100,Moulay Youssef,apartment,1,1,0,0,0,0,0,1,0,0
Kénitra,11,3,2,980000,148,https://www.avito.ma/fr/la_ville_haute/appartements/Duplex_à_vendre_148_m²_à_Kénitra_55629612.htm,2024,1,148,,La Ville Haute,duplex/triplex,1,1,0,1,1,1,1,1,1,1
Marrakech,11,2,2,850000,80,https://www.avito.ma/fr/hay_izdihar/appartements/RAK_GU_1106___Appartement_à_vendre_à_Izdihar_55210368.htm,2024,1,80,,Hay Izdihar,apartment,1,1,0,0,0,0,0,0,0,1
Casablanca,11,1,2,500000,50,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_Pas_de_Porte_55775110.htm,2024,2,50,,Mers Sultan,apartment,0,1,0,0,1,1,0,0,0,1
Casablanca,11,2,3,1750000,120,https://www.avito.ma/fr/la_gare/appartements/Appartement_à_vendre_120_m²_à_Casablanca_55775152.htm,2024,5,120,150,La Gare,apartment,1,1,0,0,1,1,1,1,0,1
Casablanca,11,1,2,560000,58,https://www.avito.ma/fr/californie/appartements/Bel_appart_2pc1s_residence_a_californie__55444124.htm,2024,2,58,,Californie,apartment,0,0,0,0,0,0,0,0,0,0
Kénitra,11,2,3,960000,150,https://www.avito.ma/fr/autre_secteur/appartements/Joli_Appartement_à_vendre_150_m²_à_Kénitra_55641099.htm,2024,2,150,,Autre secteur,apartment,0,1,0,0,0,1,0,0,0,0
Casablanca,11,2,2,1200000,113,https://www.avito.ma/fr/2_mars/appartements/Appartement_à_vendre_113_m²_à_Casablanca_55755175.htm,2024,3,113,150,2 Mars,apartment,0,0,0,1,0,1,0,1,1,1
Rabat,11,3,4,4500000,,https://www.avito.ma/fr/hay_riad/appartements/Duplex_HEMZA_au_coeur_de_Mahaj_Riad__55660868.htm,2024,4,204,,Hay Riad,duplex/triplex,1,1,1,1,1,1,0,1,1,1
Casablanca,11,1,2,1350000,,https://www.avito.ma/fr/2_mars/appartements/Magnifique_appartement_93_m²_a_2Mars_55775170.htm,2024,4,93,226,2 Mars,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,2,3,2000000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_juste_Zara_carré_Eden_55718355.htm,2024,5,139,,Guéliz,apartment,1,1,1,1,1,1,0,1,1,1
Bouznika,11,1,2,490000,68,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_68m²_à_Bouznika_53254155.htm,2024,1,68,,Autre secteur,apartment,0,1,0,0,0,1,0,0,0,0
Temara,11,2,3,1450000,120,https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_à_vendre_116_m²_à_guich_loudaya_Temara_55755188.htm,2024,2,116,,Riad Oulad Mtaa,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,1,2,650000,74,https://www.avito.ma/fr/hay_charaf/appartements/شقة_للبيع_بحي_الشرف_قرب_مرجان__55171784.htm,2024,3,74,,Hay Charaf,apartment,1,1,0,0,1,1,0,1,1,0
Kénitra,11,2,3,650000,90,https://www.avito.ma/fr/seyad/appartements/Appartement_chouka_90_m²_à_le_vallon__55550623.htm,2024,1,90,,Seyad,apartment,0,0,0,0,0,1,0,0,0,0
Mohammedia,11,1,2,1470000,87,https://www.avito.ma/fr/mimosas/appartements/Appartement_à_vendre_95_m²_à_Mohammedia_55462984.htm,2024,2,95,400,Mimosas,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,1,2,450000,55,https://www.avito.ma/fr/hay_izdihar/appartements/شقة_مفروشة_للبيع_بحي_الإزدهار_قرب_مرجان__55213265.htm,2024,4,55,,Hay Izdihar,apartment,1,1,1,1,1,1,1,0,1,0
Casablanca,11,1,1,1279000,55,https://www.avito.ma/fr/les_princesses/appartements/Studio_avec_Terrasse_57m2_a_Les_Princesses_55698877.htm,2024,5,57,,Les Princesses,studio,1,1,1,1,1,1,0,1,1,1
Marrakech,11,1,1,1050000,,https://www.avito.ma/fr/guéliz/appartements/Studio_à_vendre_meublée_51_m²_à_Marrakech___55762855.htm,2024,5,51,,Guéliz,studio,1,1,1,1,1,1,1,0,1,1
Casablanca,11,2,2,280000,,https://www.avito.ma/fr/errahma/appartements/Appartement_à_vendre_53_m²_à_errahma_sans_meubles_55505449.htm,2024,3,53,,Errahma,apartment,0,0,0,0,0,0,0,0,1,0
Casablanca,11,2,2,1600000,102,https://www.avito.ma/fr/gauthier/appartements/CMN_SI_1647___Appartement_à_vendre_à_Gauthier_55623653.htm,2024,4,102,,Gauthier,apartment,1,1,0,0,0,0,0,0,0,1
Casablanca,11,2,3,2200000,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_à_vendre_137_m²_à_Val_fleuri_55751426.htm,2024,2,137,,Val Fleuri,apartment,1,1,1,1,1,1,1,1,1,1
Mohammedia,11,1,2,780000,61,https://www.avito.ma/fr/quartier_du_parc/appartements/joli_appartement_a_vendre_55518317.htm,2024,3,61,130,Quartier du Parc,apartment,1,0,0,1,0,1,0,1,0,0
Casablanca,11,2,3,1420000,,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_à_vendre_121_m²_à_Casablanca_55495144.htm,2024,4,121,,Abdelmoumen,apartment,1,1,0,0,1,0,0,1,1,0
Tanger,11,1,2,710000,83,https://www.avito.ma/fr/ahlane/appartements/Appartement_à_vendre_83_m²_à_Tanger_55684140.htm,2024,4,83,50,Ahlane,apartment,0,1,0,0,0,0,0,0,0,0
Casablanca,11,3,2,1900000,,https://www.avito.ma/fr/franceville/appartements/Appartement_neuf_traversant__55571308.htm,2024,1,106,,Franceville,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,2,2,790000,75,https://www.avito.ma/fr/bouaakkaz/appartements/Très_bel_appartement_neuf_dans_un_immeuble_neuf__55775255.htm,2024,1,75,300,Bouaakkaz,apartment,1,1,0,1,1,1,0,0,1,0
Casablanca,11,1,2,750000,38,https://www.avito.ma/fr/riviera/appartements/STUDIOS_à_vendre_38_m²_à_RIVERA_54955460.htm,2024,1,38,,Riviera,studio,1,1,1,1,1,1,1,1,1,1
Rabat,11,2,3,2599998,135,https://www.avito.ma/fr/agdal/appartements/Appartement_à_vendre_135_m²_à_Rabat_55384796.htm,2024,4,135,,Agdal,apartment,1,1,0,1,1,1,0,1,1,1
Tétouan,11,2,2,700000,95,https://www.avito.ma/fr/el_matar/appartements/Appartement_à_vendre_70_m²_à_Tétouan_55775265.htm,2024,1,70,,El Matar,apartment,1,1,0,1,0,1,0,1,0,1
Casablanca,11,2,2,696000,87,https://www.avito.ma/fr/errahma/appartements/Appartement_à_vendre_87_m²_à_Casablanca_55342053.htm,2024,1,87,300,Errahma,apartment,0,0,0,0,0,0,0,0,0,0
Agadir,11,1,2,480000,,https://www.avito.ma/fr/hay_salam/appartements/شقة_للبيع_حي_السلام_ستيليا_55775275.htm,2024,5,54,,Hay Salam,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,0,1,5500,,https://www.avito.ma/fr/centre_ville/appartements/studio_neuf_à_loué_Casaport_55775299.htm,2024,8,45,,Centre Ville,studio,1,0,1,0,1,1,1,0,1,0
Casablanca,11,1,3,940000,78,https://www.avito.ma/fr/2_mars/appartements/Appartement_à_vendre_78_m²_à_Casablanca_55775304.htm,2024,,78,200,2 Mars,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,1,3,530000,65,https://www.avito.ma/fr/autre_secteur/appartements/Appartement__65_m²_socoma__55631428.htm,2024,0,65,,Autre secteur,apartment,0,0,0,1,0,1,0,0,0,1
Casablanca,11,1,1,,,https://www.avito.ma/fr/centre_ville/appartements/studio_renové_à_vendre_à_proximité_Casaport_55775322.htm,2024,3,45,,Centre Ville,studio,1,1,0,1,1,1,1,1,1,0
Tétouan,11,2,3,1800000,171,https://www.avito.ma/fr/wilaya/appartements/Appartement_à_vendre_171_m²_à_Tétouan_55728755.htm,2024,4,168,150,Wilaya,apartment,1,1,0,0,0,0,0,1,0,1
Bouskoura,11,1,2,400000,,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartements_Azzahra__55775333.htm,2024,1,65,,Bouskoura centre,apartment,1,1,0,0,0,0,0,1,1,0
Marrakech,11,1,1,1375000,,https://www.avito.ma/fr/guéliz/appartements/Studio_En_5ème_Étage_Sur_Plan_En_Plein_Gueliz_55139557.htm,2024,5,55,,Guéliz,studio,1,0,0,0,1,1,0,0,1,0
Casablanca,11,,3,693000,77,https://www.avito.ma/fr/sidi_bernoussi/appartements/Belle_appartement_de_luxe_au_meilleur_prix_55591617.htm,2024,1,77,,Sidi Bernoussi,apartment,0,0,0,0,0,0,0,0,0,0
Salé,11,2,2,670000,100,https://www.avito.ma/fr/abouab_sala/appartements/des_appartements_de_standing_55242649.htm,2024,2,99,150,Abouab Sala,apartment,1,1,0,0,0,1,0,1,0,0
Meknès,11,2,3,,141,https://www.avito.ma/fr/hamria/appartements/Appartement_à_vendre_141_m²_à_Meknès_54956489.htm,2024,3,141,,Hamria,apartment,1,1,0,1,1,1,0,1,1,1
Casablanca,11,1,1,1130000,45,https://www.avito.ma/fr/gauthier/appartements/Appartement_45m²_Gauthier_47791913.htm,2024,3,45,200,Gauthier,apartment,1,1,0,0,1,1,1,0,1,0
Kénitra,11,2,3,1180000,118,https://www.avito.ma/fr/maamora/appartements/Appartement_sublime_118_m²_à_vendre_à_Kénitra_55259536.htm,2024,4,118,1,Maamora,apartment,1,1,1,1,1,1,1,1,1,0
Marrakech,11,1,2,1200000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_au_coeur_gueliz_54968075.htm,2024,4,84,,Guéliz,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,1,2,1100000,,https://www.avito.ma/fr/maarif/appartements/appartement_a_vendre_a_maarif__54893824.htm,2024,1,80,,Maarif,apartment,1,1,0,0,1,1,0,1,0,0
Casablanca,11,1,1,840000,38,https://www.avito.ma/fr/riviera/appartements/STUDIOS_HAUT_STANDING__RIVERA_LIVING__55171327.htm,2024,2,38,,Riviera,studio,1,1,1,1,1,1,1,1,1,1
El Jadida,11,2,3,760000,100,https://www.avito.ma/fr/al_boustane/appartements/Appartement_dans_R_plus_2_55568045.htm,2024,2,87,,Al Boustane,apartment,0,0,0,0,0,1,0,0,0,1
Cabo Negro,11,2,2,,96,https://www.avito.ma/fr/cabo_negro/appartements/Appartement_à_vendre_96_m²_à_Cabo_Negro_55763222.htm,2024,1,96,,Toute la ville,apartment,1,1,0,0,0,1,0,1,1,1
Meknès,11,2,3,380000,110,https://www.avito.ma/fr/sidi_bouzekri/appartements/Appartement_110m²_en_Vente_à_Meknès_52553240.htm,2024,3,110,,Sidi Bouzekri,apartment,0,1,0,1,1,0,0,1,1,1
Casablanca,11,3,3,3450000,,https://www.avito.ma/fr/racine/appartements/APPARTEMENT_TERRASSE_182M_À_VENDRE_A_RACINE__54794531.htm,2024,6,182,,Racine,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,2,2,1050000,74,https://www.avito.ma/fr/almaz/appartements/Appartement_à_vendre_72_m²_à_Casablanca_55775443.htm,2024,1,72,1,Almaz,apartment,1,1,1,1,1,1,0,1,1,1
Marrakech,11,2,3,1600000,111,https://www.avito.ma/fr/guéliz/appartements/Spacieux_appartement_3_chambres_en_face_de_Plaza_55325290.htm,2024,5,110,,Guéliz,apartment,0,0,0,1,1,1,0,1,1,0
Casablanca,11,2,3,1750000,127,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1600___Appartement_à_vendre_à_2_Mars_55657903.htm,2024,3,127,,2 Mars,apartment,1,1,0,0,0,0,0,1,0,1
Casablanca,11,1,3,820000,82,https://www.avito.ma/fr/almaz/appartements/Appartement_Moderne_à_Vendre_Emplacement_de_Choix__55751910.htm,2024,3,82,,Almaz,apartment,0,1,0,0,0,1,0,1,0,1
Tanger,11,1,2,,72,https://www.avito.ma/fr/aviation/appartements/Appartement_à_vendre_72_m²_à_Tanger_55775453.htm,2024,3,72,50,Aviation,apartment,0,0,0,0,0,0,0,0,0,0
Tanger,11,1,2,4200000,60,https://www.avito.ma/fr/zemmouri/appartements/Appartement_à_vendre__complexe_zemouri_54877713.htm,2024,2,60,100,Zemmouri,apartment,0,1,0,0,1,0,1,1,1,0
Casablanca,11,1,2,,56,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_56m²_à_vendre_55759145.htm,2024,1,56,,Ain Sebaa,apartment,0,1,0,0,0,0,1,0,1,0
Casablanca,11,2,2,550000,63,https://www.avito.ma/fr/sidi_moumen/appartements/appartement_à_vendre__55775457.htm,2024,1,63,,Sidi Moumen,apartment,0,0,0,0,0,0,0,0,1,0
Mohammedia,11,2,2,,37,https://www.avito.ma/fr/partie_est/appartements/appartements_haut_standing__51116115.htm,2024,1,37,,Partie Est,apartment,1,1,0,1,1,1,0,1,1,1
Casablanca,11,,3,,82,https://www.avito.ma/fr/la_gironde/appartements/Appartement_82m2_a_150m2_a_la_Girande__55751931.htm,2024,1,82,,La Gironde,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,2,2,1100000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_85_m²_à_Marrakech_55592187.htm,2024,3,85,250,Guéliz,apartment,1,1,0,0,1,1,0,1,1,1
Marrakech,11,2,3,2500000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_110_m²_à_Marrakech_55713589.htm,2024,1,110,,Guéliz,apartment,1,0,0,0,1,1,0,1,1,1
Casablanca,11,2,3,,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartements_à_vendre__à_Casablanca_55174614.htm,2024,6,105,,Sidi Bernoussi,apartment,1,1,0,0,0,0,0,0,0,0
Casablanca,11,2,2,1100000,98,https://www.avito.ma/fr/belvédère/appartements/CMN_AS_1635___Appartement_à_vendre_à_Belvédère_55561169.htm,2024,1,98,,Belvédère,apartment,1,0,0,0,0,0,0,0,0,0
Tanger,11,1,2,5000,60,https://www.avito.ma/fr/moujahidine/appartements/2ch_1_salle_de_bain_longue_durée_à_côté__55775470.htm,2024,2,60,,Moujahidine,apartment,1,1,0,0,0,0,1,1,1,0
Rabat,11,2,3,2140000,112,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_114_m²_à_Harhoura_Rabat_53710560.htm,2024,0,114,,Autre secteur,apartment,1,1,1,1,1,1,0,1,1,1
Marrakech,11,1,2,,86,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_à_vendre_86_m²_à_Marrakech_55176769.htm,2024,3,86,,Hay Izdihar,apartment,1,1,1,1,1,1,0,1,1,0
