url,n_bedrooms,n_bathrooms,total_area,living_area,floor,price,monthly_syndicate_price,city,neighborhood,type,year,month,source,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
https://www.avito.ma/fr/tilila/appartements/appartement_à_vendre__55658989.htm,2,1,68,68,3,560000,,Agadir,Tilila,apartment,2024,11,avito,0,1,0,0,0,1,0,0,0,0
https://www.avito.ma/fr/aïn_chock/appartements/Appartement_à_vendre_76_m²_à_Casablanca_55023349.htm,2,2,76,76,1,749000,,Casablanca,Aïn Chock,apartment,2024,11,avito,0,1,0,0,1,1,0,0,1,1
https://www.avito.ma/fr/hamria/appartements/Appartement_à_vendre_92_m²_à_Meknès_55693186.htm,3,2,92,92,3,720000,,Meknès,Hamria,apartment,2024,11,avito,1,0,0,0,1,1,0,1,1,0
https://www.avito.ma/fr/mimosas/appartements/Appartement_de_luxe_122_m²_à_Kénitra_55664939.htm,3,2,122,122,1,970000,200,Kénitra,Mimosas,apartment,2024,11,avito,1,1,1,1,1,1,0,1,1,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_98_m²_à_Temara_55517106.htm,3,2,98,98,3,980000,1,Temara,Autre secteur,apartment,2024,11,avito,1,1,0,0,0,1,0,1,1,0
https://www.avito.ma/fr/hay_riad/appartements/Appts_à_Wifak_Témara_à_5min_Hay_Riad_53755248.htm,2,2,99,99,1,,,Rabat,Hay Riad,apartment,2024,11,avito,1,1,0,1,1,1,0,1,1,1
https://www.avito.ma/fr/guéliz/appartements/Studio_proche_bd_Abdelkrim_Al_Khattabi__Marrakech__55708561.htm,1,2,66,67,2,1000000,,Marrakech,Guéliz,studio,2024,11,avito,1,1,1,1,1,1,0,0,1,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_à_Bouznika_49664981.htm,2,1,65,65,2,490000,,Bouznika,Autre secteur,apartment,2024,11,avito,1,1,0,0,1,1,0,0,1,0
https://www.avito.ma/fr/val_fleuri/appartements/Appartement_à_vendre_110_million__52666931.htm,3,2,120,120,4,1100000,100,Tanger,Val Fleuri,apartment,2024,11,avito,1,1,0,0,1,1,0,1,1,0
https://www.avito.ma/fr/al_azhar/appartements/Appartement_100m²_en_Vente_à_Tétouan_52222658.htm,3,1,,100,8,850000,,Tétouan,Al Azhar,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/agdal/appartements/Magnifique_Duplex_à_Vendre_A_l_Agdal_55025778.htm,4,3,315,315,1,4500000,,Rabat,Agdal,duplex/triplex,2024,11,avito,1,1,1,1,1,1,0,1,1,1
https://www.avito.ma/fr/maamora/appartements/Appartement_à_vendre_centre_ville_maamora_Kénitra_50228791.htm,3,2,180,164,1,1120000,200,Kénitra,Maamora,apartment,2024,11,avito,1,1,0,0,1,1,0,1,1,1
https://www.avito.ma/fr/drargua/appartements/des_apprtement_a_vendre__53850953.htm,2,2,57,57,2,330000,,Drargua,Toute la ville,apartment,2024,11,avito,0,1,0,0,0,1,0,1,0,1
